PK,ARA,Subject Node Name,Subject Node ID,Subject Node Category,Object Node Name,Object Node ID,Object Node Category,Rank,Sugeno Score,Confidence Score,Novelty Score,Clinical Evidence Score,Weighted Mean Score,Normalized Score,ARAX,ARAX Score,Unsecret,Unsecret Score,Improving Agent,Improving Agent Score,BioThings Explorer,BioThings Explorer Score,Aragorn,Aragorn Score,ARA Count,Result Counter,Edge ID,Edge Object,Edge Object Node Name,Edge Object Node Category,Edge Subject,Edge Subject Node Name,Edge Subject Node Category,Predicate,Edge Type,Qualified Predicate,Human Readable Phrase,Publications Count,Primary Source,Aggregator 1,Aggregator 2
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Colchicine,CHEBI:27882,biolink:SmallMolecule,3,0.989,0.989,,,0.495,53.333,,,true,0.987,,,true,0.172,,,2,3,medik:creative_edge#9,NCBIGene:7531,YWHAE,biolink:NamedThing,CHEBI:27882,Colchicine,biolink:SmallMolecule,biolink:affects,creative,causes,Colchicine causes increased activity or abundance of YWHAE,,infores:unsecret-agent,,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Colchicine,CHEBI:27882,biolink:SmallMolecule,3,0.989,0.989,,,0.495,53.333,,,true,0.987,,,true,0.172,,,2,3,medik:edge#18,NCBIGene:9325,TRIP4,biolink:Gene,CHEBI:27882,Colchicine,biolink:SmallMolecule,biolink:affects,one-hop,causes,Colchicine causes decreased activity or abundance of TRIP4,1,infores:text-mining-provider-targeted,infores:unsecret-agent,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Colchicine,CHEBI:27882,biolink:SmallMolecule,3,0.989,0.989,,,0.495,53.333,,,true,0.987,,,true,0.172,,,2,3,medik:edge#19,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:9325,TRIP4,biolink:Gene,biolink:affects,one-hop,causes,TRIP4 causes decreased activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:unsecret-agent,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,inferred-CHEBI:64019-affects-NCBIGene:7531,NCBIGene:7531,YWHAE,biolink:NamedThing,CHEBI:64019,Nebivolol,biolink:SmallMolecule,biolink:affects,creative,causes,Nebivolol causes increased activity or abundance of YWHAE,,infores:biothings-explorer,,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,60c80e1f3047379de37d792b9c1a7631,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:9325,TRIP4,biolink:Gene,biolink:regulates,one-hop,causes,TRIP4 downregulated downregulated activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,3a0be31654adbb7d4a95cfe0295ee9ef,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:56301,SLC7A10,biolink:Gene,biolink:regulates,one-hop,causes,SLC7A10 downregulated downregulated activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,5a83e599a73783b80196cdcb65edd902,NCBIGene:9325,TRIP4,biolink:Gene,CHEBI:64019,Nebivolol,biolink:SmallMolecule,biolink:affects,one-hop,causes,Nebivolol causes decreased activity or abundance of TRIP4,1,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,a4fe4d7ae3ebf0c6ca3663c9016c8cad,NCBIGene:56301,SLC7A10,biolink:Gene,CHEBI:64019,Nebivolol,biolink:SmallMolecule,biolink:affects,one-hop,causes,Nebivolol causes decreased activity or abundance of SLC7A10,1,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,medik:creative_edge#3,NCBIGene:7531,YWHAE,biolink:NamedThing,CHEBI:64019,Nebivolol,biolink:SmallMolecule,biolink:affects,creative,causes,Nebivolol causes increased activity or abundance of YWHAE,,infores:unsecret-agent,,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,medik:edge#6,NCBIGene:56301,SLC7A10,biolink:Gene,CHEBI:64019,Nebivolol,biolink:SmallMolecule,biolink:affects,one-hop,causes,Nebivolol causes decreased activity or abundance of SLC7A10,1,infores:text-mining-provider-targeted,infores:unsecret-agent,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,medik:edge#7,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:56301,SLC7A10,biolink:Gene,biolink:affects,one-hop,causes,SLC7A10 causes decreased activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:unsecret-agent,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,medik:creative_edge#8,NCBIGene:7531,YWHAE,biolink:NamedThing,CHEBI:64019,Nebivolol,biolink:SmallMolecule,biolink:affects,creative,causes,Nebivolol causes increased activity or abundance of YWHAE,,infores:unsecret-agent,,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,medik:edge#16,NCBIGene:9325,TRIP4,biolink:Gene,CHEBI:64019,Nebivolol,biolink:SmallMolecule,biolink:affects,one-hop,causes,Nebivolol causes decreased activity or abundance of TRIP4,1,infores:text-mining-provider-targeted,infores:unsecret-agent,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Nebivolol,CHEBI:64019,biolink:SmallMolecule,4,0.979,0.979,,,0.489,53.333,,,true,0.974,,,true,0.172,,,2,4,medik:edge#17,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:9325,TRIP4,biolink:Gene,biolink:affects,one-hop,causes,TRIP4 causes decreased activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:unsecret-agent,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,inferred-CHEBI:41774-affects-NCBIGene:7531,NCBIGene:7531,YWHAE,biolink:NamedThing,CHEBI:41774,Tamoxifen,biolink:SmallMolecule,biolink:affects,creative,causes,Tamoxifen causes increased activity or abundance of YWHAE,,infores:biothings-explorer,,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,60c80e1f3047379de37d792b9c1a7631,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:9325,TRIP4,biolink:Gene,biolink:regulates,one-hop,causes,TRIP4 downregulated downregulated activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,3a0be31654adbb7d4a95cfe0295ee9ef,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:56301,SLC7A10,biolink:Gene,biolink:regulates,one-hop,causes,SLC7A10 downregulated downregulated activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,3d40e0b5ce19cb3034320b56d802e7e2,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:10985,GCN1,biolink:Gene,biolink:regulates,one-hop,causes,GCN1 downregulated downregulated activity or abundance of YWHAE,2,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,918ccede49d11e1fb175fe1f9910e6e3,NCBIGene:9325,TRIP4,biolink:Gene,CHEBI:41774,Tamoxifen,biolink:SmallMolecule,biolink:affects,one-hop,causes,Tamoxifen causes decreased activity or abundance of TRIP4,3,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,3c03f8b9513fa7753ed4d00b90a9d10a,NCBIGene:56301,SLC7A10,biolink:Gene,CHEBI:41774,Tamoxifen,biolink:SmallMolecule,biolink:affects,one-hop,causes,Tamoxifen causes decreased activity or abundance of SLC7A10,3,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,443a83fec8cc9d5d13df5b013567d346,NCBIGene:10985,GCN1,biolink:Gene,CHEBI:41774,Tamoxifen,biolink:SmallMolecule,biolink:affects,one-hop,causes,Tamoxifen causes decreased activity or abundance of GCN1,2,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,medik:creative_edge#0,NCBIGene:7531,YWHAE,biolink:NamedThing,CHEBI:41774,Tamoxifen,biolink:SmallMolecule,biolink:affects,creative,causes,Tamoxifen causes increased activity or abundance of YWHAE,,infores:unsecret-agent,,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,medik:edge#0,NCBIGene:10985,GCN1,biolink:Gene,CHEBI:41774,Tamoxifen,biolink:SmallMolecule,biolink:affects,one-hop,causes,Tamoxifen causes decreased activity or abundance of GCN1,1,infores:text-mining-provider-targeted,infores:unsecret-agent,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Tamoxifen,CHEBI:41774,biolink:SmallMolecule,5,0.971,0.971,,,0.486,100,,,true,0.962,,,true,0.251,,,2,5,medik:edge#1,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:10985,GCN1,biolink:Gene,biolink:affects,one-hop,causes,GCN1 causes decreased activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:unsecret-agent,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Rosiglitazone,CHEBI:50122,biolink:SmallMolecule,6,0.958,0.958,,,0.479,53.333,,,true,0.949,,,true,0.172,,,2,6,inferred-CHEBI:50122-affects-NCBIGene:7531,NCBIGene:7531,YWHAE,biolink:NamedThing,CHEBI:50122,Rosiglitazone,biolink:SmallMolecule,biolink:affects,creative,causes,Rosiglitazone causes increased activity or abundance of YWHAE,,infores:biothings-explorer,,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Rosiglitazone,CHEBI:50122,biolink:SmallMolecule,6,0.958,0.958,,,0.479,53.333,,,true,0.949,,,true,0.172,,,2,6,60c80e1f3047379de37d792b9c1a7631,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:9325,TRIP4,biolink:Gene,biolink:regulates,one-hop,causes,TRIP4 downregulated downregulated activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Rosiglitazone,CHEBI:50122,biolink:SmallMolecule,6,0.958,0.958,,,0.479,53.333,,,true,0.949,,,true,0.172,,,2,6,3a0be31654adbb7d4a95cfe0295ee9ef,NCBIGene:7531,YWHAE,biolink:NamedThing,NCBIGene:56301,SLC7A10,biolink:Gene,biolink:regulates,one-hop,causes,SLC7A10 downregulated downregulated activity or abundance of YWHAE,1,infores:text-mining-provider-targeted,infores:biothings-explorer,
80ea560d-1a2d-443f-a343-15f933f7ea90,infores:unsecret-agent,YWHAE,NCBIGene:7531,biolink:NamedThing,Rosiglitazone,CHEBI:50122,biolink:SmallMolecule,6,0.958,0.958,,,0.479,53.333,,,true,0.949,,,true,0.172,,,2,6,702aa58d938c64f202dfea7552d94102,NCBIGene:9325,TRIP4,biolink:Gene,CHEBI:50122,Rosiglitazone,biolink:SmallMolecule,biolink:affects,one-hop,causes,Rosiglitazone causes decreased activity or abundance of TRIP4,1,infores:text-mining-provider-targeted,infores:biothings-explorer,
